225,226,1
226,227,1
227,228,1
228,229,1
229,230,1
230,231,1
231,232,1
232,233,1
233,234,1
234,235,1
235,236,1
236,237,1
237,238,1
238,239,1
239,240,1
240,241,1
241,242,1
242,243,1
243,244,1
244,245,1
245,246,1
246,247,1
247,248,1
248,249,1
249,250,1
250,251,1
251,252,1
252,253,1
253,254,1
254,255,1
255,256,1
256,257,1
257,258,1
258,259,1
259,260,1
260,261,1
261,224,1
261,225,1
261,226,1
261,227,1
261,228,1
261,229,1
261,230,1
261,231,1
261,232,1
261,233,1
261,234,1
261,235,1
261,236,1
261,237,1
261,238,1
261,239,1
261,240,1
261,241,1
261,242,1
261,243,1
261,244,1
261,245,1
261,246,1
261,247,1
261,248,1
261,249,1
261,250,1
261,251,1
261,252,1
261,253,1
261,254,1
261,255,1
261,256,1
261,257,1
261,258,1
261,259,1
261,260,1
261,261,1
262,263,1
263,264,1
264,265,1
265,266,1
266,267,1
267,268,1
268,269,1
269,270,1
270,271,1
271,272,1
272,273,1
273,274,1
274,275,1
275,276,1
276,277,1
277,278,1
278,279,1
279,280,1
280,281,1
281,282,1
282,283,1
283,284,1
284,285,1
285,286,1
286,287,1
287,288,1
288,289,1
289,290,1
290,291,1
291,292,1
292,293,1
293,294,1
294,295,1
295,296,1
296,297,1
297,298,1
298,299,1
299,299,1
299,262,1
299,263,1
299,264,1
299,265,1
299,266,1
299,267,1
299,268,1
299,269,1
299,270,1
299,271,1
299,272,1
299,273,1
299,274,1
299,275,1
299,276,1
299,277,1
299,278,1
299,279,1
299,280,1
299,281,1
299,282,1
299,283,1
299,284,1
299,285,1
299,286,1
299,287,1
299,288,1
299,289,1
299,290,1
299,291,1
299,292,1
299,293,1
299,294,1
299,295,1
299,296,1
299,297,1
299,298,1
